cell_id,sample_id,event_index,kmeans_k6,kmeans_k10,kmeans_k14,ward_k6,ward_k10,ward_k14,leiden_r0.5,leiden_r1.0,leiden_r1.5
gated_alive:a_001:60550,a_001,60550,1,0,0,1,2,2,3,1,6
gated_alive:a_001:60760,a_001,60760,1,0,0,1,2,2,3,1,6
gated_alive:a_001:60785,a_001,60785,5,8,3,0,1,1,4,3,11
gated_alive:a_001:60869,a_001,60869,3,3,4,1,5,5,1,2,3
gated_alive:a_001:60985,a_001,60985,0,5,11,2,3,3,4,3,1
gated_alive:a_001:61387,a_001,61387,3,9,5,3,6,9,2,6,9
gated_alive:a_001:61393,a_001,61393,1,0,0,1,2,2,3,1,4
gated_alive:a_001:61523,a_001,61523,1,0,6,1,2,2,3,1,6
gated_alive:a_001:61618,a_001,61618,0,2,1,0,1,1,0,0,8
gated_alive:a_001:62013,a_001,62013,1,4,0,1,2,2,3,1,4
gated_alive:a_001:62061,a_001,62061,1,0,0,1,2,2,3,8,10
gated_alive:a_001:62167,a_001,62167,2,6,2,3,6,8,2,4,2
gated_alive:a_001:62216,a_001,62216,0,4,8,2,3,3,2,5,14
gated_alive:a_001:62242,a_001,62242,3,4,0,1,5,5,1,2,3
gated_alive:a_001:62290,a_001,62290,0,5,11,3,4,4,0,0,17
gated_alive:a_001:62690,a_001,62690,1,4,8,1,5,5,0,7,12
gated_alive:a_001:62693,a_001,62693,0,5,11,2,3,3,4,3,1
gated_alive:a_001:62896,a_001,62896,5,2,1,0,1,1,0,0,0
gated_alive:a_001:62981,a_001,62981,2,6,2,3,6,8,2,4,2
gated_alive:a_001:63016,a_001,63016,5,2,1,0,1,1,0,0,0
gated_alive:a_001:63139,a_001,63139,3,3,4,1,5,5,1,2,5
gated_alive:a_001:63264,a_001,63264,3,4,5,3,6,8,2,6,9
gated_alive:a_001:63329,a_001,63329,0,2,13,3,9,12,5,10,16
gated_alive:a_001:63454,a_001,63454,0,4,8,2,3,3,4,3,1
gated_alive:a_001:63729,a_001,63729,5,2,1,0,1,1,0,0,0
gated_alive:a_001:63884,a_001,63884,3,3,4,1,5,5,1,2,3
gated_alive:a_001:63922,a_001,63922,0,4,8,2,3,3,4,5,7
gated_alive:a_001:63936,a_001,63936,0,4,8,0,0,7,0,7,12
gated_alive:a_001:63969,a_001,63969,3,3,4,1,5,5,1,2,3
gated_alive:a_001:63970,a_001,63970,5,2,1,0,1,1,0,0,0
gated_alive:a_001:64264,a_001,64264,5,8,10,0,1,1,0,8,10
gated_alive:a_001:64267,a_001,64267,2,9,12,3,6,8,2,4,2
gated_alive:a_001:64331,a_001,64331,1,0,0,1,2,2,3,1,4
gated_alive:a_001:64472,a_001,64472,3,9,5,3,6,8,1,2,5
gated_alive:a_001:64582,a_001,64582,1,0,0,1,2,2,3,8,10
gated_alive:a_001:64586,a_001,64586,1,4,0,1,2,2,3,1,4
gated_alive:a_001:64727,a_001,64727,0,5,11,2,3,3,4,3,1
gated_alive:a_001:65133,a_001,65133,0,5,11,2,3,3,4,3,1
gated_alive:a_001:65150,a_001,65150,0,5,11,2,3,3,4,3,1
gated_alive:a_001:65162,a_001,65162,1,4,8,1,5,5,3,1,4
gated_alive:a_001:65284,a_001,65284,2,6,2,4,7,10,2,4,2
gated_alive:a_001:65584,a_001,65584,3,9,12,3,9,12,1,6,3
gated_alive:a_001:65923,a_001,65923,0,5,11,2,3,3,4,5,7
gated_alive:a_001:65942,a_001,65942,0,5,11,0,0,6,4,3,15
gated_alive:a_001:66140,a_001,66140,0,2,1,0,1,1,0,0,8
gated_alive:a_001:66195,a_001,66195,1,3,4,1,5,5,1,2,5
gated_alive:a_001:66315,a_001,66315,1,0,0,1,2,2,3,1,4
gated_alive:a_001:66351,a_001,66351,0,4,8,2,3,3,2,5,7
gated_alive:a_001:66405,a_001,66405,1,4,0,1,5,5,3,1,4
gated_alive:a_001:66741,a_001,66741,1,0,0,1,2,2,3,1,4
gated_alive:a_001:67344,a_001,67344,2,6,2,4,7,10,2,4,2
gated_alive:a_001:67355,a_001,67355,5,2,1,0,0,0,0,8,10
gated_alive:a_001:67751,a_001,67751,1,0,0,1,5,5,3,1,12
gated_alive:a_001:67860,a_001,67860,5,9,12,0,1,1,0,6,9
gated_alive:a_001:67940,a_001,67940,5,2,1,0,1,1,0,0,0
gated_alive:a_001:68173,a_001,68173,3,9,12,3,6,8,2,5,7
gated_alive:a_001:68203,a_001,68203,1,4,0,1,2,2,3,1,4
gated_alive:a_001:68221,a_001,68221,2,6,2,3,4,4,2,4,2
gated_alive:a_001:68266,a_001,68266,5,2,13,3,9,12,5,10,16
gated_alive:a_001:68327,a_001,68327,5,2,1,0,1,1,0,0,0
gated_alive:a_001:68727,a_001,68727,1,3,6,3,4,4,3,1,5
gated_alive:a_001:68948,a_001,68948,0,4,8,2,3,3,2,5,7
gated_alive:a_001:69183,a_001,69183,5,5,1,0,0,0,0,8,10
gated_alive:a_001:69499,a_001,69499,1,0,0,1,2,2,3,1,4
gated_alive:a_001:69707,a_001,69707,2,1,2,4,7,10,2,4,2
gated_alive:a_001:69784,a_001,69784,0,2,1,0,1,1,0,0,7
gated_alive:a_001:69953,a_001,69953,1,4,8,1,5,5,3,1,4
gated_alive:a_001:70072,a_001,70072,2,7,2,4,7,13,2,4,13
gated_alive:a_001:70143,a_001,70143,3,3,6,0,0,6,1,2,5
gated_alive:a_001:70259,a_001,70259,5,8,3,0,0,7,0,7,12
gated_alive:a_001:70260,a_001,70260,3,9,12,1,5,5,1,6,9
gated_alive:a_001:70290,a_001,70290,5,2,13,3,9,12,5,10,16
gated_alive:a_001:71090,a_001,71090,2,6,2,3,4,4,2,4,2
gated_alive:a_001:71428,a_001,71428,1,4,0,1,5,5,3,1,4
gated_alive:a_001:71906,a_001,71906,1,4,0,2,3,3,3,1,4
gated_alive:a_001:72681,a_001,72681,3,3,4,1,5,5,1,2,3
gated_alive:a_001:72852,a_001,72852,5,8,10,0,1,1,0,0,9
gated_alive:a_001:73121,a_001,73121,5,2,1,0,1,1,0,0,0
gated_alive:a_001:73210,a_001,73210,1,5,6,0,0,6,4,3,15
gated_alive:a_001:73279,a_001,73279,2,1,7,4,7,13,2,4,2
gated_alive:a_001:73326,a_001,73326,3,3,4,1,5,5,1,2,3
gated_alive:a_001:73430,a_001,73430,0,5,11,2,3,3,4,3,1
gated_alive:a_001:73570,a_001,73570,3,9,4,1,5,5,1,2,3
gated_alive:a_001:73599,a_001,73599,3,3,4,1,5,5,1,2,5
gated_alive:a_001:73853,a_001,73853,0,2,3,2,3,3,5,7,11
gated_alive:a_001:74053,a_001,74053,3,3,4,1,5,5,1,2,5
gated_alive:a_001:74155,a_001,74155,0,5,11,0,1,1,4,3,1
gated_alive:a_001:74406,a_001,74406,2,1,7,4,7,13,2,4,2
gated_alive:a_001:74527,a_001,74527,3,4,8,1,5,5,1,2,3
gated_alive:a_001:75226,a_001,75226,1,4,0,1,5,5,3,1,4
gated_alive:a_001:75248,a_001,75248,0,5,11,2,3,3,4,5,7
gated_alive:a_001:75541,a_001,75541,5,2,1,0,1,1,0,0,0
gated_alive:a_001:75853,a_001,75853,5,2,1,0,1,1,0,0,8
gated_alive:a_001:75941,a_001,75941,2,1,7,4,7,13,2,4,2
gated_alive:a_001:76089,a_001,76089,1,3,4,1,5,5,1,2,5
gated_alive:a_001:76269,a_001,76269,0,5,11,0,1,1,4,3,1
gated_alive:a_001:76282,a_001,76282,1,0,0,1,2,2,3,1,4
gated_alive:a_001:76303,a_001,76303,3,9,12,3,6,8,1,6,3
gated_alive:a_001:76782,a_001,76782,2,6,2,3,6,8,2,4,2
gated_alive:a_001:76818,a_001,76818,3,3,4,1,5,5,1,2,3
gated_alive:a_001:76836,a_001,76836,1,4,0,0,0,0,3,8,10
gated_alive:a_001:76916,a_001,76916,5,2,1,0,1,1,0,0,0
gated_alive:a_001:76924,a_001,76924,0,5,11,2,3,3,4,3,1
gated_alive:a_001:77004,a_001,77004,0,5,11,2,3,3,4,3,1
gated_alive:a_001:77011,a_001,77011,3,9,12,1,2,2,1,2,3
gated_alive:a_001:77015,a_001,77015,1,0,0,1,2,2,3,1,6
gated_alive:a_001:77112,a_001,77112,0,5,11,2,3,3,4,3,1
gated_alive:a_001:77910,a_001,77910,3,9,12,1,5,5,1,6,12
gated_alive:a_001:78294,a_001,78294,1,0,6,3,4,4,3,1,6
gated_alive:a_001:78320,a_001,78320,0,4,8,2,3,3,2,5,7
gated_alive:a_001:78621,a_001,78621,3,3,4,3,6,8,1,2,3
gated_alive:a_001:78695,a_001,78695,0,5,11,2,3,3,4,3,1
gated_alive:a_001:78713,a_001,78713,0,4,8,2,3,3,2,5,7
gated_alive:a_001:78898,a_001,78898,1,0,0,1,2,2,3,1,4
gated_alive:a_001:79007,a_001,79007,5,2,3,0,0,7,0,7,12
gated_alive:a_001:79138,a_001,79138,5,2,1,0,1,1,0,0,0
gated_alive:a_001:79227,a_001,79227,1,0,0,1,2,2,3,1,4
gated_alive:a_001:79471,a_001,79471,1,0,0,1,2,2,3,1,4
gated_alive:a_001:79503,a_001,79503,3,4,4,1,5,5,1,2,3
gated_alive:a_001:79511,a_001,79511,3,9,12,1,5,5,1,2,3
gated_alive:a_001:79662,a_001,79662,1,4,0,1,2,2,3,1,4
gated_alive:a_001:79717,a_001,79717,3,4,4,1,5,5,1,2,3
gated_alive:a_001:79841,a_001,79841,5,2,1,0,1,1,0,0,0
gated_alive:a_001:79911,a_001,79911,2,6,2,4,7,13,2,4,2
gated_alive:a_001:80053,a_001,80053,3,3,4,1,5,5,1,2,5
gated_alive:a_001:80108,a_001,80108,1,0,0,1,2,2,3,1,4
gated_alive:a_001:80550,a_001,80550,5,2,1,0,1,1,0,0,0
gated_alive:a_001:81242,a_001,81242,3,3,4,1,5,5,1,2,12
gated_alive:a_001:81367,a_001,81367,3,4,4,1,5,5,1,2,3
gated_alive:a_001:81462,a_001,81462,4,7,9,3,9,12,6,9,13
gated_alive:a_001:81553,a_001,81553,1,0,0,1,2,2,3,1,4
gated_alive:a_001:81665,a_001,81665,1,0,0,2,3,3,3,1,4
gated_alive:a_001:82062,a_001,82062,5,2,1,0,0,0,0,8,10
gated_alive:a_001:82157,a_001,82157,0,4,8,2,3,3,2,5,7
gated_alive:a_001:82173,a_001,82173,3,4,8,1,5,5,1,2,3
gated_alive:a_001:82210,a_001,82210,3,9,13,3,9,12,5,10,16
gated_alive:a_002:340,a_002,340,2,1,7,4,7,13,2,4,2
gated_alive:a_002:427,a_002,427,3,4,8,1,5,5,2,5,7
gated_alive:a_002:439,a_002,439,0,4,8,3,6,8,2,5,2
gated_alive:a_002:448,a_002,448,3,4,4,1,5,5,1,2,3
gated_alive:a_002:695,a_002,695,0,4,8,3,6,8,2,4,2
gated_alive:a_002:748,a_002,748,3,9,12,3,6,8,1,6,3
gated_alive:a_002:953,a_002,953,3,9,12,1,5,5,1,2,3
gated_alive:a_002:1073,a_002,1073,3,4,4,1,5,5,1,2,3
gated_alive:a_002:1076,a_002,1076,0,4,8,2,3,3,0,5,7
gated_alive:a_002:1118,a_002,1118,3,3,4,1,5,5,1,2,5
gated_alive:a_002:1370,a_002,1370,0,5,11,2,3,3,4,5,7
gated_alive:a_002:1514,a_002,1514,0,5,11,2,3,3,4,5,7
gated_alive:a_002:2095,a_002,2095,1,0,0,1,2,2,3,8,10
gated_alive:a_002:2114,a_002,2114,3,9,4,1,5,5,1,2,3
gated_alive:a_002:2158,a_002,2158,3,3,4,1,5,5,1,2,3
gated_alive:a_002:2192,a_002,2192,0,5,11,0,0,0,4,8,10
gated_alive:a_002:3423,a_002,3423,0,2,1,0,1,1,0,0,0
gated_alive:a_002:3605,a_002,3605,2,1,7,4,7,13,2,4,2
gated_alive:a_002:3610,a_002,3610,0,5,11,2,3,3,4,3,1
gated_alive:a_002:3640,a_002,3640,3,4,8,1,5,5,1,2,3
gated_alive:a_002:4095,a_002,4095,0,5,11,0,1,1,4,3,1
gated_alive:a_002:4358,a_002,4358,2,1,7,4,7,10,2,4,2
gated_alive:a_002:4520,a_002,4520,1,4,0,1,2,2,3,1,4
gated_alive:a_002:4717,a_002,4717,3,3,4,1,5,5,1,2,5
gated_alive:a_002:5030,a_002,5030,0,5,11,2,3,3,4,5,7
gated_alive:a_002:5216,a_002,5216,3,4,4,1,5,5,1,2,3
gated_alive:a_002:5289,a_002,5289,3,3,4,1,5,5,1,2,5
gated_alive:a_002:5387,a_002,5387,2,1,7,4,7,13,2,4,2
gated_alive:a_002:5458,a_002,5458,5,2,1,0,1,1,0,0,0
gated_alive:a_002:5562,a_002,5562,1,4,0,1,5,5,1,2,4
gated_alive:a_002:6126,a_002,6126,0,5,11,2,3,3,4,3,1
gated_alive:a_002:6885,a_002,6885,3,4,4,1,5,5,1,2,3
gated_alive:a_002:7573,a_002,7573,5,2,1,0,1,1,0,0,0
gated_alive:a_002:7905,a_002,7905,3,9,4,1,5,5,1,2,3
gated_alive:a_002:7987,a_002,7987,0,5,11,2,3,3,4,3,1
gated_alive:a_002:8171,a_002,8171,0,5,11,0,1,1,4,3,1
gated_alive:a_002:8208,a_002,8208,1,0,6,1,2,2,3,1,6
gated_alive:a_002:8233,a_002,8233,4,7,9,5,8,11,6,9,13
gated_alive:a_002:8819,a_002,8819,3,9,12,3,6,8,1,6,3
gated_alive:a_002:8925,a_002,8925,5,8,10,0,1,1,0,0,8
gated_alive:a_002:8938,a_002,8938,0,5,11,0,0,7,4,7,12
gated_alive:a_002:9101,a_002,9101,1,4,0,1,2,2,3,1,4
gated_alive:a_002:9504,a_002,9504,0,5,11,2,3,3,4,3,1
gated_alive:a_002:9609,a_002,9609,5,2,1,0,0,7,0,7,12
gated_alive:a_002:9856,a_002,9856,5,2,1,0,1,1,0,6,9
gated_alive:a_002:10063,a_002,10063,3,9,13,3,9,12,5,10,16
gated_alive:a_002:10442,a_002,10442,2,1,2,3,9,12,2,4,2
gated_alive:a_002:10698,a_002,10698,1,4,0,1,5,5,3,1,4
gated_alive:a_002:10749,a_002,10749,5,8,10,0,1,1,0,0,0
gated_alive:a_002:10827,a_002,10827,5,8,3,0,1,1,0,7,11
gated_alive:a_002:11074,a_002,11074,3,3,4,1,5,5,1,2,3
gated_alive:a_002:11307,a_002,11307,3,3,4,1,5,5,1,2,5
gated_alive:a_002:11375,a_002,11375,1,0,0,1,5,5,3,1,6
gated_alive:a_002:12512,a_002,12512,1,0,6,1,5,5,3,1,12
gated_alive:a_002:12526,a_002,12526,3,3,4,1,5,5,1,2,3
gated_alive:a_002:12584,a_002,12584,3,9,12,3,6,8,1,6,3
gated_alive:a_002:12783,a_002,12783,5,2,3,0,1,1,0,0,0
gated_alive:a_002:12851,a_002,12851,3,9,4,1,5,5,1,2,3
gated_alive:a_002:12894,a_002,12894,3,3,4,1,5,5,1,2,3
gated_alive:a_002:13239,a_002,13239,3,4,4,1,5,5,1,2,3
gated_alive:a_002:13600,a_002,13600,0,5,11,2,3,3,4,3,1
gated_alive:a_002:13635,a_002,13635,3,9,12,1,5,5,1,2,3
gated_alive:a_002:13719,a_002,13719,3,3,4,1,5,5,1,2,3
gated_alive:a_002:13723,a_002,13723,2,6,2,4,7,10,2,4,2
gated_alive:a_002:13765,a_002,13765,1,0,0,1,5,5,3,1,12
gated_alive:a_002:14228,a_002,14228,0,4,8,3,6,8,2,4,2
gated_alive:a_002:15057,a_002,15057,1,0,0,1,5,5,3,1,12
gated_alive:a_002:15336,a_002,15336,0,2,1,0,1,1,0,0,0
gated_alive:a_002:15634,a_002,15634,1,4,13,3,9,12,5,10,16
gated_alive:a_002:15756,a_002,15756,1,0,0,1,2,2,3,1,4
gated_alive:a_002:15812,a_002,15812,3,3,4,1,5,5,1,2,3
gated_alive:a_002:15868,a_002,15868,1,3,6,1,2,2,3,1,6
gated_alive:a_002:15938,a_002,15938,3,9,12,1,5,5,1,6,3
gated_alive:a_002:15953,a_002,15953,1,0,0,1,2,2,3,1,6
gated_alive:a_002:16238,a_002,16238,3,4,4,1,5,5,1,2,3
gated_alive:a_002:16245,a_002,16245,1,0,0,1,2,2,3,1,4
gated_alive:a_002:16305,a_002,16305,2,6,2,4,7,10,2,4,2
gated_alive:a_002:16346,a_002,16346,0,4,8,3,6,8,2,5,7
gated_alive:a_002:16603,a_002,16603,1,0,0,1,2,2,3,1,4
gated_alive:a_002:17179,a_002,17179,2,1,7,4,7,13,2,4,2
gated_alive:a_002:17225,a_002,17225,5,8,10,0,1,1,0,0,0
gated_alive:a_002:17789,a_002,17789,1,3,4,1,5,5,1,2,5
gated_alive:a_002:17793,a_002,17793,2,1,7,4,7,13,2,4,2
gated_alive:a_002:17872,a_002,17872,1,4,0,3,6,8,3,1,4
gated_alive:a_002:17880,a_002,17880,0,4,8,3,6,8,2,5,7
gated_alive:a_002:18066,a_002,18066,2,6,2,4,7,10,2,4,2
gated_alive:a_002:18158,a_002,18158,2,1,7,4,7,13,2,4,2
gated_alive:a_002:18414,a_002,18414,3,3,4,1,5,5,1,2,5
gated_alive:a_002:18449,a_002,18449,0,4,8,2,3,3,4,5,7
gated_alive:a_002:18702,a_002,18702,4,7,9,5,8,11,6,9,13
gated_alive:a_002:18843,a_002,18843,1,4,0,1,5,5,3,1,4
gated_alive:a_002:18907,a_002,18907,3,3,4,1,5,5,1,2,3
gated_alive:a_002:19799,a_002,19799,5,2,1,0,1,1,0,0,0
gated_alive:a_002:20210,a_002,20210,3,3,4,1,5,5,1,2,3
gated_alive:a_002:20415,a_002,20415,2,1,7,4,7,13,1,6,3
gated_alive:a_002:20909,a_002,20909,1,0,6,1,2,2,3,1,6
gated_alive:a_002:21800,a_002,21800,5,2,1,0,1,1,0,0,0
gated_alive:a_002:21801,a_002,21801,2,1,7,4,7,13,2,4,2
gated_alive:a_002:22300,a_002,22300,1,0,0,1,2,2,3,1,4
gated_alive:a_002:22387,a_002,22387,1,4,0,1,2,2,3,1,4
gated_alive:a_002:22406,a_002,22406,3,3,4,1,5,5,1,2,3
gated_alive:a_002:22788,a_002,22788,0,5,3,0,1,1,4,7,11
gated_alive:a_002:23079,a_002,23079,3,4,4,1,5,5,1,2,3
gated_alive:a_002:23585,a_002,23585,1,4,0,1,2,2,3,1,4
gated_alive:a_002:23633,a_002,23633,3,3,4,1,5,5,1,2,3
gated_alive:a_002:23663,a_002,23663,2,8,3,0,0,7,0,7,12
gated_alive:a_002:23691,a_002,23691,0,4,8,3,6,8,2,5,7
gated_alive:a_002:23908,a_002,23908,0,4,8,3,6,8,2,4,2
gated_alive:a_002:24170,a_002,24170,1,0,0,1,5,5,3,1,4
gated_alive:a_002:24218,a_002,24218,2,1,7,4,7,13,2,4,2
gated_alive:a_002:24253,a_002,24253,2,1,7,4,7,13,2,4,2
gated_alive:a_002:24895,a_002,24895,3,3,4,1,5,5,1,2,5
gated_alive:a_002:25139,a_002,25139,2,6,5,4,7,10,2,4,2
gated_alive:a_002:25627,a_002,25627,3,4,8,1,5,5,1,2,3
gated_alive:a_002:26135,a_002,26135,2,1,7,4,7,13,2,4,2
gated_alive:a_002:26483,a_002,26483,2,1,7,4,7,13,2,4,2
gated_alive:a_002:26698,a_002,26698,3,3,4,1,2,2,1,2,5
gated_alive:a_002:27056,a_002,27056,2,1,7,4,7,13,2,4,2
gated_alive:a_002:27954,a_002,27954,5,2,1,2,3,3,0,0,0
gated_alive:a_002:28421,a_002,28421,2,1,7,4,7,13,2,4,2
gated_alive:a_002:28469,a_002,28469,5,2,1,0,1,1,0,0,0
gated_alive:a_002:28658,a_002,28658,1,0,0,1,2,2,3,1,4
gated_alive:a_002:28801,a_002,28801,3,3,4,1,5,5,1,2,3
gated_alive:a_002:28836,a_002,28836,1,4,0,0,0,0,3,8,10
gated_alive:a_002:28857,a_002,28857,4,4,8,3,6,8,6,9,13
gated_alive:a_002:28971,a_002,28971,2,6,2,4,7,10,2,4,2
gated_alive:a_002:29275,a_002,29275,0,5,11,2,3,3,4,3,1
gated_alive:a_002:29512,a_002,29512,0,5,11,0,0,6,4,3,1
gated_alive:a_002:29807,a_002,29807,0,5,11,2,3,3,4,3,1
gated_alive:a_002:30024,a_002,30024,3,9,12,1,5,5,1,6,3
gated_alive:a_002:30028,a_002,30028,3,9,12,0,0,7,1,7,12
gated_alive:a_002:30034,a_002,30034,5,2,1,0,1,1,4,3,1
gated_alive:a_002:30054,a_002,30054,2,1,10,4,7,13,0,0,8
gated_alive:a_002:30371,a_002,30371,1,4,0,1,2,2,3,1,4
gated_alive:a_002:30390,a_002,30390,2,1,7,4,7,13,2,4,2
gated_alive:a_002:30486,a_002,30486,5,2,1,0,1,1,0,0,0
gated_alive:a_002:30515,a_002,30515,2,6,2,4,7,13,2,4,2
gated_alive:a_002:30592,a_002,30592,3,9,12,1,5,5,1,6,3
gated_alive:a_002:30695,a_002,30695,0,2,1,0,1,1,0,0,0
gated_alive:a_002:30731,a_002,30731,2,6,2,4,7,10,2,4,2
gated_alive:a_002:30779,a_002,30779,2,1,7,4,7,13,2,4,2
gated_alive:a_002:31151,a_002,31151,3,4,8,1,5,5,1,2,3
gated_alive:a_002:31290,a_002,31290,0,4,8,3,6,8,2,5,7
gated_alive:a_002:32184,a_002,32184,3,9,12,3,6,8,1,6,3
gated_alive:a_002:32350,a_002,32350,1,0,0,1,2,2,3,1,4
gated_alive:a_002:32362,a_002,32362,2,1,7,4,7,13,2,4,2
gated_alive:a_002:32573,a_002,32573,3,3,4,1,5,5,1,2,5
gated_alive:a_002:32755,a_002,32755,1,4,0,1,5,5,3,1,4
gated_alive:a_002:32781,a_002,32781,5,2,1,0,1,1,0,0,0
gated_alive:a_002:32885,a_002,32885,2,1,7,4,7,13,2,4,2
gated_alive:a_002:33075,a_002,33075,0,4,8,3,6,8,1,6,3
gated_alive:a_002:33302,a_002,33302,2,1,7,3,9,12,2,4,2
gated_alive:a_002:33911,a_002,33911,3,9,5,3,6,9,2,6,9
gated_alive:a_002:34051,a_002,34051,3,3,4,1,5,5,1,2,3
gated_alive:a_002:34569,a_002,34569,3,9,12,1,5,5,1,6,3
gated_alive:a_002:34735,a_002,34735,2,9,12,4,7,10,1,2,3
gated_alive:a_002:34855,a_002,34855,5,2,1,0,1,1,0,0,0
gated_alive:a_002:34971,a_002,34971,5,2,1,0,1,1,0,0,0
gated_alive:a_002:35048,a_002,35048,3,4,4,1,5,5,1,2,5
gated_alive:a_002:35352,a_002,35352,3,4,4,1,5,5,1,2,3
gated_alive:a_002:35618,a_002,35618,0,5,11,2,3,3,4,3,1
gated_alive:a_002:35705,a_002,35705,0,5,11,0,0,6,4,3,1
gated_alive:a_002:35713,a_002,35713,2,1,7,4,7,13,2,4,2
gated_alive:a_002:36352,a_002,36352,5,2,1,0,1,1,0,0,8
gated_alive:a_002:36601,a_002,36601,3,9,12,1,5,5,1,2,3
gated_alive:a_002:36819,a_002,36819,2,6,2,4,7,10,2,4,2
gated_alive:a_002:36859,a_002,36859,3,4,8,1,5,5,1,2,4
gated_alive:a_002:37392,a_002,37392,3,3,5,3,6,9,2,6,9
gated_alive:a_002:37531,a_002,37531,3,9,12,1,5,5,2,4,2
gated_alive:a_002:37634,a_002,37634,3,1,7,1,5,5,1,2,12
gated_alive:a_002:37682,a_002,37682,3,9,12,1,5,5,1,2,3
gated_alive:a_002:38097,a_002,38097,2,1,7,4,7,13,2,4,2
gated_alive:a_002:38640,a_002,38640,3,4,4,1,5,5,1,2,3
gated_alive:a_002:38714,a_002,38714,2,4,8,1,5,5,2,4,2
gated_alive:a_002:38785,a_002,38785,3,3,4,5,8,11,1,2,2
gated_alive:a_002:39003,a_002,39003,3,9,12,3,6,8,1,6,3
gated_alive:a_002:39118,a_002,39118,5,2,3,2,3,3,5,7,11
gated_alive:a_002:39178,a_002,39178,1,4,8,3,6,8,1,6,3
gated_alive:a_002:39410,a_002,39410,1,0,0,1,5,5,3,1,4
gated_alive:a_002:39627,a_002,39627,3,4,8,3,6,8,2,5,2
gated_alive:a_002:39705,a_002,39705,3,9,12,3,6,8,1,2,10
gated_alive:a_002:39805,a_002,39805,3,3,4,1,5,5,1,2,5
gated_alive:a_002:40093,a_002,40093,0,5,11,0,0,6,4,3,1
gated_alive:a_002:40525,a_002,40525,3,9,4,1,5,5,1,4,2
gated_alive:a_002:40956,a_002,40956,2,1,7,4,7,13,2,4,2
gated_alive:a_002:41604,a_002,41604,3,4,8,3,4,4,2,6,3
gated_alive:a_002:41928,a_002,41928,2,1,7,4,7,13,2,4,2
gated_alive:a_002:41962,a_002,41962,0,5,11,0,0,7,4,3,15
gated_alive:a_002:42356,a_002,42356,0,4,5,3,6,9,2,6,9
gated_alive:a_002:42448,a_002,42448,3,4,4,1,5,5,1,2,3
gated_alive:a_002:42733,a_002,42733,0,5,11,0,0,7,4,7,12
gated_alive:a_002:42935,a_002,42935,0,5,11,2,3,3,4,3,1
gated_alive:a_002:43088,a_002,43088,3,4,4,1,5,5,1,2,3
gated_alive:a_002:43118,a_002,43118,0,2,1,0,1,1,0,0,8
gated_alive:a_002:43175,a_002,43175,1,0,0,1,2,2,3,1,4
gated_alive:a_002:43207,a_002,43207,3,3,4,1,5,5,1,2,3
gated_alive:a_002:43248,a_002,43248,5,8,6,0,0,6,4,3,15
gated_alive:a_002:43360,a_002,43360,0,4,8,2,3,3,2,5,7
gated_alive:a_002:43862,a_002,43862,0,5,11,2,3,3,4,3,1
gated_alive:a_002:44069,a_002,44069,1,0,0,1,2,2,3,1,4
gated_alive:a_002:44511,a_002,44511,3,9,12,1,5,5,1,2,3
gated_alive:a_002:44575,a_002,44575,2,1,7,4,7,13,2,4,2
gated_alive:a_002:44653,a_002,44653,2,1,7,4,7,13,2,4,2
gated_alive:a_002:44709,a_002,44709,4,7,9,5,8,11,6,9,13
gated_alive:a_002:45062,a_002,45062,3,4,4,1,5,5,1,2,3
gated_alive:a_002:45126,a_002,45126,3,3,4,1,5,5,1,2,3
gated_alive:a_002:45252,a_002,45252,3,9,4,1,5,5,1,2,12
gated_alive:a_002:45267,a_002,45267,3,4,4,1,5,5,1,2,3
gated_alive:a_002:45415,a_002,45415,1,4,0,1,2,2,3,1,6
gated_alive:a_002:45490,a_002,45490,5,8,10,0,1,1,0,0,9
gated_alive:a_002:45536,a_002,45536,4,7,9,5,8,11,6,9,13
gated_alive:a_002:45791,a_002,45791,5,3,4,0,1,1,0,0,0
gated_alive:a_002:46260,a_002,46260,2,6,2,4,7,10,2,4,2
gated_alive:a_002:46484,a_002,46484,2,6,2,4,7,13,2,4,2
gated_alive:a_002:46904,a_002,46904,3,3,4,1,5,5,1,2,12
gated_alive:a_002:47077,a_002,47077,0,5,11,0,0,7,0,7,12
gated_alive:a_002:47085,a_002,47085,2,1,7,4,7,13,2,4,2
gated_alive:a_002:47921,a_002,47921,5,2,1,0,1,1,0,0,0
gated_alive:a_002:48234,a_002,48234,0,5,11,2,3,3,4,3,1
gated_alive:a_002:48341,a_002,48341,5,2,1,0,1,1,0,0,0
gated_alive:a_002:48615,a_002,48615,3,9,12,3,6,8,1,6,3
gated_alive:a_002:48630,a_002,48630,1,0,0,1,5,5,3,1,4
gated_alive:a_002:48950,a_002,48950,2,6,2,4,7,13,2,4,2
gated_alive:a_002:49006,a_002,49006,5,2,1,0,1,1,0,0,0
gated_alive:a_002:49095,a_002,49095,1,4,0,1,2,2,3,1,4
gated_alive:a_002:49253,a_002,49253,0,4,8,2,3,3,0,5,7
gated_alive:a_002:49531,a_002,49531,3,3,4,1,5,5,1,2,5
gated_alive:a_002:50060,a_002,50060,3,1,7,4,7,13,2,4,2
gated_alive:a_002:50670,a_002,50670,3,9,12,1,5,5,1,2,3
gated_alive:a_002:50856,a_002,50856,0,5,11,2,3,3,5,3,11
